Vessel,Days,horus,1176,1152,1128,1104,1080,1056,1032,1008,984,960,936,912,888,864,840,816,792,768,744,720,696,672,648,624,600,576,552,528,504,480,456,432,408,384,360,336,312,288,264,240,216,192,168,144,120,96,72,48,24,
12:05D,12,288,,,,,,,,,,,,,,,,-1.6,-1.4,-1.1,-0.7,-0.3,0,0.6,1.1,-0.8,0.4,1.4,-0.4,0.2,1.2,1.9,3.8,8.3,9.8,11.2,14.3,17.7,,,,,,,,,,,,,,21
12:06D,13,312,,,,,,,,,,,,,,,-1.2,-1.1,-1,-1.1,-0.8,-0.7,-0.7,-0.5,-0.4,-0.3,-0.2,0.2,0.2,0.6,0.9,1.2,1.8,2.3,5,4.3,5.3,6.6,9.4,12.3,13.5,,,,,,,,,,,25
12:07D,20,480,,,,,,,,,,,,,,,,,,,,,,0.3,0.6,0.8,0.9,1.5,1.7,2,2.5,2.3,3,3.5,3.9,4.6,4.9,5.7,5.8,8.1,8.7,10.2,12.2,15.2,18.7,,,,,,,22
12:08D,26,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-0.7,-0.5,0.7,1.6,2.5,3.9,4.8,7.1,8.4,9.8,11.9,14.1,,,,,,,,,13
12:09E,38,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,5.4,6.7,9.3,10.6,13.2,,,,,,,,,,,6
12:10E,38,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.9,7,8,11,14.5,,,,,,,,,,,6
12:11E,21,504,,,,,,,,,,,,,,,,,,,,,,-1.4,-1,-0.5,0.1,1.7,2.4,3.9,5.1,6,7.8,10,12.4,15.4,19.4,21.9,,,,,,,,,,,,,,15
12:12E,22,528,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-0.9,1.7,3.8,6.1,7.9,8.7,11.2,13.7,16.5,21.7,19.9,22.9,,,,,,,,,,,,,,13
13:02E,23,552,,,,,,,,,,,-1,-1,-0.9,,,-0.8,-0.9,-0.9,-0.8,-0.7,,,4.5,12.4,22.9,,,,,,,,,,,,,,,,,,,,,,,,,11
13:03E,31,744,,,,,,,,,,,,,,,,,,,,,,-1,-0.9,-0.9,-0.8,,-0.6,,,12.9,21.2,22.1,,,,,,,,,,,,,,,,,,8
13:03E,32,768,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
13:04E,33,792,,,,,,,,,,,,,,,,,,,,,,-1.1,-1.1,-1.1,-1.1,,-1,,,-1,-0.5,2,10.2,21.1,23.9,,,,,,,,,,,,,,,11
13:05E,31,744,,,,,,,,,,,,,,,,,,,,-1.3,,-1.2,-1.2,-1.2,-1.1,,-0.9,,,7.4,16.2,21.8,,,,,,,,,,,,,,,,,,9
13:06E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1,-1.1,-0.4,1.9,5,14.8,21.8,23.3,23.6,,,,,10
13:07E,31,744,,,,,,,,,,,,,,,,,,,,-1.1,,-1.3,-1.2,-1.2,-1.2,,-1.1,,,3.5,20.6,22.5,,,,,,,,,,,,,,,,,,9
13:08E,31,744,,,,,,,,,,,,,,,,,,,,-1.9,,-1.3,-1.2,-1.2,-1.2,,-0.8,,,7.8,22.6,22,,,,,,,,,,,,,,,,,,9
13:09E,37,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.3,-1.3,-1.1,-1,-0.6,1.4,5.6,11.7,,,,,,,,,,,,9
13:10E,9,216,,,,,,,,,-1.1,-0.9,-1.3,-0.4,-1.2,,,-0.1,-0.5,3.6,11.8,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
13:10E,37,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6,-1.4,-1.3,-1.1,-1,-0.3,1.3,4.2,8.8,,,,,,,,,,,,9
13:11E,25,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,-1.1,-1,-0.9,-0.9,-0.8,-0.8,-0.2,1.1,5.1,18.2,22.2,23,23.1,,,,,,,14
13:12E,37,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-0.8,0.6,3.8,7.9,,,,,,,,,,,,5
13:12E,23,552,,,,,,,,,,,-0.8,-1,-1,,,-0.9,-0.9,-0.9,-0.8,-0.7,,-0.1,4.9,16.1,23,,,,,,,,,,,,,,,,,,,,,,,,,12
13:13E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.3,-1.1,-0.7,0.7,2.2,7.7,15.1,23.8,23.8,,,,,10
13:13E,18,432,,,,,,,,,-1.4,-1.5,-1.5,-1.4,-1.3,,,-0.8,-0.9,2,9.4,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
13:14E,24,576,,,,,,,,,-1.5,-1.5,-1.5,-1.5,,-1.2,-1.1,-0.7,-0.6,,0.5,0.9,,2.4,3.9,8.4,10.9,,,,,,,,,,,,,,,,,,,,,,,,,14
13:14E,37,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,2.6,7,21.2,22.4,,,,,,,,,,,,5
13:15E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.1,-0.8,-0.6,0.8,3.5,12.3,21,23.8,23.9,,,,,10
13:16E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-0.5,0,0.8,2.3,3.7,8,16.2,24.4,24.2,,,,,10
13:17E,30,720,,,,,,,,,,,,,,,,-1,-1,-1,-1,-0.9,-0.8,-0.8,-0.6,-0.3,1.2,4,22.5,22.5,22.5,23.8,23.8,24,23.9,,,,,,,,,,,,,,,,,14
13:17E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,-1,-0.4,0.4,2.1,3.7,9.1,17,23.9,23.9,,,,,10
13:18E,17,408,,,,,,,,,,,,,,,,,,,-0.1,-0.8,0,1,1.6,2.6,3.4,5.5,7.1,9,11,13.5,15.8,18.3,20,21.4,21.6,,,,,,,,,,,,,,,17
13:18E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3,-1.1,-0.2,1.1,3.5,5.2,11.2,18.7,23.5,23.5,,,,,10
13:19E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-0.9,-1.1,-0.9,-0.9,-0.9,-1,-0.8,-0.6,,0.5,12,21.5,22.9,,,,,13
13:19E,29,696,,,,,,,,,-0.3,-0.2,-0.1,0.2,0.4,0.7,0.8,0.9,1.1,1.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
13:20E,44,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,-1,-1.1,-0.9,-0.9,-1,-1,-0.9,-0.8,,-0.3,5.3,20.9,23.4,,,,,13
13:20E,29,696,,,,,,,,,0,0.2,0.3,-1,0.8,1,1.3,1.4,1.6,1.7,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
13:21E,45,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,-0.9,-0.9,-0.8,,-0.7,2.5,9.4,20.8,22.4,,,,9
13:22E,45,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-0.9,-0.9,,-0.6,-0.3,3.1,8.4,21.1,,,,8
